,geo_adj_score,cell_type
523,1.18804244753451,Beta
524,1.56875192878892,Ductal
525,1.08523463403501,Alpha
526,1.33313508844235,Beta
527,1.26973064869327,Beta
528,1.19882704194474,Beta
529,1.58021269581923,Acinar
530,1.31144543025889,Alpha
531,1.42322245439771,Ductal
532,1.20526122889562,Beta
533,1.38095130262758,Alpha
534,1.31499584855874,Beta
535,1.28805310838115,Beta
536,1.50970083291702,Stellate
537,1.35004288891398,Alpha
538,1.48158139585438,Stellate
539,1.58199082445704,Acinar
540,1.43170277546154,Stellate
541,1.3961159952268,Alpha
542,1.69093740670271,Ductal
543,1.55312892626971,Acinar
544,1.47583501178509,Alpha
545,1.70357275006935,Ductal
546,1.74154437413615,Ductal
547,1.57374758330242,Acinar
548,1.29415335116457,Beta
549,1.29213743551707,Alpha
550,1.22294893923086,Alpha
551,1.21273545133629,Alpha
552,1.26068251245801,Alpha
553,1.23071705399528,Alpha
554,1.18844709600939,Alpha
555,1.20144756502055,Beta
556,1.19954756978077,Beta
557,1.36195307479502,Stellate
558,1.29332138930158,Beta
559,1.11764643243469,Alpha
560,1.08638255191368,Beta
561,1.12319660813797,Beta
562,1.05971654617342,Alpha
563,1.10087565265734,Alpha
564,1.05011414400376,Beta
565,1.03884621275843,Alpha
566,1.2357563660411,Alpha
567,1.19783537788143,Beta
568,1.03188186716694,Beta
569,1.14885391182691,Beta
570,1.08391020783858,Alpha
571,0.956930517610668,Beta
572,1.04802787339152,Beta
573,1.07790494382006,Beta
574,1.02516406408684,Alpha
575,1.2596829588416,Alpha
576,1.0133291404161,Beta
577,0.943197227726336,Alpha
578,1.15431233010568,Alpha
579,1.26555973353022,Beta
580,1.0971096786195,Alpha
581,1.01258641255192,Beta
582,0.926693669591903,Alpha
583,1.18622321673093,Beta
584,1.16078198262961,Alpha
585,0.980946008086055,Alpha
586,0.928987317692581,Alpha
587,0.953831488775625,Alpha
588,1.00773729889508,Beta
589,1.07623035586708,Alpha
590,1.25017222145549,Acinar
591,0.865602219777901,Alpha
592,0.884941179066406,Beta
593,0.992633749074324,Alpha
594,1.33476858021509,Beta
595,1.36768270547341,Ductal
596,0.991126991946896,Alpha
597,0.900402358844788,Beta
598,0.861530307614804,Beta
599,1.26903659855476,Beta
600,1.09051570946484,Beta
601,1.00439430772297,Beta
602,1.0478780715941,Beta
603,1.355837755096,Alpha
604,1.18823220665231,Beta
605,1.07290296327895,Beta
606,0.886508903969601,Alpha
607,0.787977377967949,Beta
608,0.870581632678262,Beta
609,0.792132671664531,Beta
610,0.765700713923514,Alpha
611,1.00455543074642,Alpha
612,0.937219117085678,Beta
613,0.875349615136255,Alpha
614,1.05361244144449,Alpha
615,1.26088158437493,Beta
616,0.781720822940016,Alpha
617,0.742564704804648,Beta
618,0.802608011364878,Beta
619,1.16604995838192,Beta
620,1.36796719848814,Beta
621,0.799086826556409,Alpha
622,1.2032611671991,Acinar
623,0.864958100708666,Beta
624,1.07577170181103,Beta
625,0.658096290951428,Beta
626,0.754045077705899,Beta
627,1.04786587330043,Alpha
628,0.929317246285334,Beta
629,1.18281712107402,Beta
630,0.811277941581708,Alpha
631,1.26603585479903,Beta
632,0.934425596964692,Beta
633,0.959391262901761,Alpha
634,0.852140032651877,Alpha
635,1.29566380349851,Acinar
636,0.613530890883575,Beta
637,0.719846188502769,Alpha
638,0.662284337445305,Beta
639,0.678425851956777,Beta
640,0.586993518938264,Alpha
641,0.633245474235532,Beta
642,1.09459025284171,Beta
643,0.554627729345361,Alpha
644,0.752789155454621,Beta
645,0.834503486158144,Beta
646,1.15039478945242,Alpha
647,1.29160521249061,Alpha
648,0.565559045172029,Beta
649,0.550549788426431,Alpha
650,0.890122688889928,Beta
651,0.806689962743594,Alpha
652,1.37943365317428,Ductal
653,0.644268972337539,Alpha
654,0.910245318202328,Beta
655,0.563821741800703,Beta
656,0.704524640509645,Alpha
657,0.432665715352208,Alpha
658,0.482893993204416,Alpha
659,0.47605259126604,Alpha
660,1.15162248998135,Alpha
661,0.567926702286703,Beta
662,0.870657749664133,Beta
663,0.763718424778852,Beta
664,0.489288119594047,Beta
665,0.772557978956849,Alpha
666,0.570256910820319,Alpha
667,1.18049785021443,Beta
668,1.2715609684788,Alpha
669,0.618320567858387,Alpha
670,1.00274166985712,Beta
671,0.657919539071817,Beta
672,0.411704526160865,Beta
673,0.704132459914687,Beta
674,0.360303006742166,Beta
675,0.568753323444314,Alpha
676,0.529342308162267,Alpha
677,0.921829805303285,Alpha
678,0.808912688685466,Alpha
679,0.42261555410809,Alpha
680,1.14022926366193,Alpha
681,1.16188937283632,Beta
682,0.76626662156648,Alpha
683,1.36154746841594,Beta
684,0.368304543246493,Alpha
685,0.461122367434288,Beta
686,0.390359952071753,Alpha
687,1.2826853868127,Beta
688,1.43897098876252,Acinar
689,1.246557168403,Alpha
690,0.610691484329581,Alpha
691,0.534766535146329,Alpha
692,1.04243494585706,Beta
693,0.304054929842053,Alpha
694,0.580187120234076,Alpha
695,0.802768820607504,Alpha
696,0.336230277032916,Beta
